0:0,39.28:44,36.38:32,35.78:32,26.12:26,7.16:12,14.52:16,10.11:12,24.88:29,25.62:26,27.98:20,37.37:38,27.98:20,14.47:18,26.24:27,18.46:23,36.41:32,44.21:39,39.21:44,18.05:23,27.19:31,13.58:12,31.22:37,28.96:20,28.07:20,41.21:40,4.54:9,28.5:31,5.12:5,28.66:30,13.58:12,9.19:13,21.98:19,15.33:12,39.23:44,30.08:26,21.86:20,23.15:26,44.02:45,10.34:14,36.32:29,25.45:26,2.69:5,38.71:34,17.93:14,17.78:18,52.75:43,15.08:15,42.89:41,18.7:24,14.97:17,2.69:5,45.05:41,9.31:9,19.54:23,19.9:21,30.22:24,29.88:25,39.52:32,3.46:6,22.28:25,25.69:26,30.82:27,38.92:43,4.71:10,0.58:0,18.02:14,14.4:15,25.21:24,28.58:32,8.4:10,7.39:13,17.41:18,18.08:20,28.11:20,21.06:24,22.64:20,15.33:12,23.62:14,96.45:73,34.58:26,27.19:20,30.93:24,24.53:24,25.43:29,1.57:3
14.49:13,45.09:47,31.39:34,29.84:40,25.16:33,15.63:21,10.16:16,2.76:5,35.18:35,24.66:33,35.98:27,36.42:45,35.98:27,18.97:21,25.28:34,28.76:29,44.7:40,39.22:41,45.02:46,28.35:28,25.04:29,0:0,35.72:40,36.96:27,36.07:27,40.26:47,9.38:10,34.32:34,7.24:13,33.16:33,0.0:0,19.49:18,19.92:25,7.08:12,45.04:47,25.09:28,19.8:26,24.03:27,48.11:47,16.15:16,31.33:31,24.5:33,10.4:13,33.72:36,5.38:8,9.8:13,47.76:45,1.88:4,41.93:48,23.2:26,5.63:7,10.4:13,53.34:48,7.55:10,24.03:26,18.56:19,25.23:26,23.7:27,34.53:34,12.17:15,28.09:27,24.73:33,24.64:28,44.74:46,13.27:19,14.01:13,13.07:16,10.04:16,23.14:31,38.88:38,4.12:7,15.87:22,16.07:17,16.74:18,36.11:27,25.56:26,16.83:25,7.08:12,31.62:21,104.45:80,28.4:28,21.01:22,24.75:26,22.43:28,27.79:31,13.94:13
31.3:37,17.77:19,68.81:64,59.94:65,58.84:59,32.94:37,47.24:48,39.52:44,31.34:36,58.34:58,44.21:51,70.1:70,44.66:52,17.79:21,58.96:59,31.34:37,60.59:65,76.64:70,16.6:17,31.22:37,23.7:21,37.14:39,0:0,48.12:53,44.58:52,68.4:73,28.5:30,18.03:18,37.84:37,6.84:8,37.14:39,28.0:32,54.71:51,47.76:43,17.73:19,62.51:57,54.59:52,19.81:17,76.74:78,21.53:25,68.76:61,58.17:58,29.35:33,71.15:66,42.13:47,33.62:37,85.18:75,37.84:40,70.96:74,14.93:20,41.65:45,29.35:33,65.63:74,30.54:35,13.83:17,25.3:24,62.65:55,68.49:52,71.96:64,31.12:36,21.01:23,58.41:58,65.04:50,17.42:18,31.43:35,31.62:37,50.46:45,47.13:48,57.93:56,28.38:29,41.13:42,33.18:37,35.9:32,36.36:31,43.93:50,10.25:13,55.36:52,47.76:43,40.98:46,78.07:67,64.8:49,57.41:43,61.14:47,57.25:56,15.01:17,31.73:38
28.71:21,44.71:50,33.44:34,15.1:15,15.23:16,15.43:16,19.95:19,30.36:26,23.85:25,13.89:13,3.28:4,23.76:25,3.28:4,31.36:34,13.65:13,15.76:17,12.47:12,45.05:44,44.65:49,16.05:17,44.09:47,36.0:27,48.12:53,0:0,3.37:4,20.28:20,33.47:23,33.94:37,25.37:18,40.29:47,36.0:27,20.96:25,17.07:18,30.89:22,44.67:50,38.26:37,19.32:19,40.04:42,30.75:33,27.24:30,40.23:39,14.08:14,20.57:25,42.73:43,33.49:24,45.79:32,41.32:39,37.5:30,22.84:21,35.6:40,37.45:29,20.57:25,21.01:20,31.73:24,36.43:40,47.9:35,38.4:35,45.44:36,47.71:44,19.96:26,27.72:30,13.96:13,46.38:37,44.36:49,18.41:23,28.23:21,33.59:24,20.01:19,20.41:21,31.04:31,28.65:23,14.99:15,45.42:33,46.08:34,3.41:4,37.96:40,23.2:21,30.89:22,9.57:9,76.3:67,50.14:37,42.76:31,46.49:35,22.85:24,42.33:45,28.16:21
28.02:22,42.58:49,37.01:39,18.69:21,18.8:21,14.73:17,21.57:21,29.67:27,21.1:23,17.45:18,0.26:1,27.35:31,0.34:1,30.67:35,17.21:18,13.63:15,16.06:17,48.62:50,42.52:48,13.92:16,43.4:48,35.31:28,44.66:52,3.59:5,0:0,23.87:26,32.77:24,31.81:36,24.67:19,38.16:45,35.31:28,20.27:26,19.36:20,30.19:23,42.54:48,44.94:37,21.64:23,39.35:43,34.34:39,26.54:31,51.19:41,17.65:19,19.88:26,53.58:46,32.79:25,45.09:33,44.89:45,36.8:31,26.43:27,34.65:40,36.76:30,19.88:26,21.89:25,31.03:25,35.74:41,47.21:36,45.08:35,44.75:37,54.39:43,19.26:27,25.59:29,17.52:19,45.68:38,42.23:48,17.71:24,27.54:22,32.89:25,21.62:21,23.98:27,28.29:29,27.96:24,14.29:16,44.72:34,45.38:35,0.43:2,37.26:41,24.81:24,30.19:23,8.88:10,73.55:65,49.45:38,42.06:32,45.79:36,25.17:27,41.63:46,27.47:22
40.85:41,64.94:71,32.34:31,14.51:14,15.5:15,35.52:37,30.51:32,37.85:43,44.08:46,16.56:17,23.5:25,7.63:9,23.51:25,51.45:54,17.32:18,35.98:37,8.43:10,41.04:41,64.87:70,36.27:38,66.81:65,40.13:47,68.21:73,20.29:20,23.59:25,0:0,45.9:43,54.17:57,37.44:38,60.51:67,40.13:47,41.13:45,20.33:22,37.92:42,64.89:70,36.49:35,22.0:23,60.13:62,12.03:15,47.33:50,39.76:36,16.4:16,42.59:44,42.27:41,42.89:45,58.22:53,22.81:25,40.53:48,4.12:5,55.69:60,42.7:48,42.59:44,12.34:15,44.16:44,56.52:60,60.33:55,37.7:33,45.44:38,44.85:42,43.36:44,47.94:51,16.63:17,45.98:39,64.59:69,38.5:43,40.37:40,40.83:37,30.57:32,20.03:19,51.26:52,36.14:40,35.21:36,57.85:53,58.51:54,23.64:25,58.05:60,27.86:29,37.92:42,29.8:30,86.6:87,48.7:42,51.79:46,55.53:50,27.21:25,62.42:65,40.3:40
4.78:9,36.54:38,41.34:34,41.03:35,31.37:29,8.06:14,19.77:19,12.04:14,26.63:26,30.87:29,32.94:22,42.62:41,32.94:22,11.74:12,31.49:30,20.21:20,41.66:35,49.17:41,36.48:37,19.8:19,23.4:24,9.67:10,28.49:30,33.92:22,33.03:22,46.46:43,0:0,25.77:25,10.37:8,25.93:24,9.67:10,10.94:9,27.23:22,20.29:14,36.5:38,35.04:28,27.11:23,20.42:20,49.27:48,7.61:8,41.28:31,30.7:29,2.83:5,43.67:36,14.66:17,14.81:12,57.71:45,11.17:12,48.14:44,15.97:17,14.91:16,2.83:5,50.3:44,2.18:5,16.8:17,16.93:14,35.18:26,34.84:27,44.48:34,4.6:8,19.55:18,30.94:29,35.78:29,36.19:37,5.7:11,5.1:9,22.98:16,19.65:18,30.46:27,30.33:29,13.65:13,8.3:14,14.44:12,15.1:13,33.07:23,18.33:17,27.89:23,20.29:14,28.58:17,101.41:75,39.54:28,32.15:22,35.89:26,29.78:27,22.7:22,5.21:10
28.57:31,10.77:13,66.09:58,49.05:52,49.06:52,24.76:28,44.52:43,36.79:38,14.74:18,47.72:50,31.42:34,57.71:62,31.87:35,19.55:21,47.47:50,18.55:20,46.42:49,73.92:65,10.7:12,18.43:21,30.18:26,34.42:34,18.89:18,33.95:37,31.79:35,54.22:58,25.77:25,0:0,35.11:32,12.5:14,34.42:34,19.01:20,51.98:46,45.04:38,10.73:12,59.79:52,51.86:47,26.29:22,64.7:70,21.78:23,66.03:55,47.91:50,26.62:28,68.42:60,39.41:41,39.56:36,82.45:69,35.92:36,56.79:59,17.59:22,39.66:40,26.62:28,52.84:57,27.82:30,18.54:24,30.05:30,59.92:50,59.59:51,69.23:58,28.4:30,6.23:6,47.79:50,60.53:53,10.42:12,27.51:28,28.9:32,47.73:40,44.4:42,55.21:51,10.44:11,38.4:37,25.03:29,39.19:36,42.83:36,31.14:34,20.78:18,52.64:47,45.04:38,30.69:33,65.85:56,64.29:52,56.9:46,60.64:50,54.52:51,28.57:25,29.0:32
5.4:5,46.16:45,32.77:29,31.99:29,22.33:23,11.6:15,7.94:13,5.18:8,29.33:33,21.83:23,24.37:17,33.58:35,24.38:17,21.35:19,22.45:24,30.27:23,32.62:29,40.6:36,46.09:44,30.56:24,31.36:30,7.46:12,38.1:37,25.35:17,24.46:18,37.42:38,10.45:8,35.38:32,0:0,35.54:31,7.46:12,13.63:16,18.19:16,11.72:9,46.11:45,26.47:23,18.07:17,30.03:26,40.23:42,17.22:14,32.72:27,21.66:23,7.14:9,35.11:31,7.63:11,22.77:17,49.14:40,7.86:13,39.1:39,25.58:24,10.04:13,7.14:9,41.26:38,8.71:9,26.42:24,24.89:20,26.61:21,26.27:23,35.92:29,7.91:9,29.16:25,21.9:23,27.21:24,45.8:44,9.16:13,4.92:5,14.42:11,7.82:12,21.42:21,33.03:36,3.48:5,11.84:15,22.4:18,23.06:19,24.5:18,27.94:24,18.85:17,11.72:9,20.01:12,92.85:70,30.98:23,23.59:17,27.32:21,20.74:21,32.31:29,4.85:5
29.86:32,13.82:17,67.38:59,58.5:59,57.41:53,31.51:32,45.8:43,38.08:38,26.3:30,56.9:53,37.65:44,68.66:65,38.1:45,16.36:16,57.52:54,24.78:30,52.66:59,75.2:65,14.3:15,24.66:30,18.21:16,35.71:34,6.82:7,40.18:46,38.02:45,60.46:67,27.06:25,12.99:12,36.4:32,0:0,35.71:34,21.44:25,53.27:46,46.33:38,13.78:17,61.08:52,53.15:47,14.32:12,75.31:73,20.1:20,67.32:56,56.74:53,27.91:28,69.71:61,40.7:42,36.49:30,83.74:70,36.4:34,63.03:68,13.5:15,49.2:37,27.91:28,59.08:67,29.11:30,12.4:12,19.81:19,61.21:50,63.0:47,70.52:58,29.69:30,12.95:16,56.97:53,59.55:45,13.47:16,29.99:30,30.19:32,49.02:40,45.69:43,56.5:51,23.34:23,39.69:37,31.74:32,30.41:27,30.86:26,37.37:43,8.81:8,53.93:47,46.33:38,39.54:40,72.34:60,59.3:44,51.92:38,55.65:42,55.81:51,16.6:15,30.29:33
14.49:13,45.09:47,31.39:34,29.84:40,25.16:33,15.63:21,10.16:16,2.76:5,35.18:35,24.66:33,35.98:27,36.42:45,35.98:27,18.97:21,25.28:34,28.76:29,44.7:40,39.22:41,45.02:46,28.35:28,25.04:29,0.0:0,35.72:40,36.96:27,36.07:27,40.26:47,9.38:10,34.32:34,7.24:13,33.16:33,0:0,19.49:18,19.92:25,7.08:12,45.04:47,25.09:28,19.8:26,24.03:27,48.11:47,16.15:16,31.33:31,24.5:33,10.4:13,33.72:36,5.38:8,9.8:13,47.76:45,1.88:4,41.93:48,23.2:26,5.63:7,10.4:13,53.34:48,7.55:10,24.03:26,18.56:19,25.23:26,23.7:27,34.53:34,12.17:15,28.09:27,24.73:33,24.64:28,44.74:46,13.27:19,14.01:13,13.07:16,10.04:16,23.14:31,38.88:38,4.12:7,15.87:22,16.07:17,16.74:18,36.11:27,25.56:26,16.83:25,7.08:12,31.62:21,104.45:80,28.4:28,21.01:22,24.75:26,22.43:28,27.79:31,13.94:13
9.32:13,29.78:33,44.95:43,32.99:36,30.05:35,5.96:9,23.08:27,21.93:22,15.69:16,28.7:32,22.14:24,41.3:47,20.19:24,12.4:13,28.46:32,9.27:10,33.64:37,52.77:50,29.72:32,8.86:10,25.24:27,19.56:18,28.06:32,21.17:24,20.28:24,41.45:45,10.91:9,19.01:20,13.68:16,21.55:26,19.56:18,0:0,26.13:30,23.89:23,29.74:33,38.65:37,26.01:31,21.19:22,47.95:54,8.39:10,44.89:40,28.9:33,7.37:9,47.28:45,26.49:25,24.7:20,61.31:54,21.05:21,44.01:46,15.21:17,24.8:24,7.37:9,42.18:45,12.96:14,16.16:19,18.63:20,38.78:35,38.45:36,48.09:43,8.64:11,12.79:13,28.77:33,39.38:38,29.43:32,7.22:9,9.65:14,26.59:25,22.97:27,29.35:35,19.39:19,16.97:21,6.23:9,24.33:20,24.99:22,21.86:23,19.1:20,26.79:31,23.89:23,14.03:17,77.44:73,43.15:37,35.76:31,39.49:35,28.67:34,23.48:25,9.75:14
21.58:19,62.34:59,21.24:21,9.93:14,5.25:7,20.21:21,10.18:10,17.52:21,36.38:38,4.74:7,19.02:19,16.5:19,19.02:19,37.53:32,5.37:8,27.68:28,16.69:21,32.86:31,62.27:58,27.97:29,47.54:44,19.79:25,54.28:51,17.09:18,19.11:19,20.34:22,26.63:21,51.57:45,18.17:16,51.72:44,19.79:25,25.82:29,0:0,17.59:20,62.29:58,22.41:25,2.57:3,46.21:40,23.15:26,33.4:28,28.03:26,4.58:7,23.32:22,30.54:30,22.56:23,38.95:31,33.02:30,20.2:26,22.02:22,41.76:38,22.37:26,23.32:22,25.33:29,24.89:22,42.6:37,41.07:34,25.97:23,25.35:28,33.11:31,24.09:23,45.34:39,4.81:7,27.0:28,61.98:57,23.19:27,21.1:18,18.79:19,10.24:10,5.91:7,42.26:45,15.81:18,20.03:20,38.58:31,39.24:33,19.15:19,44.12:38,7.53:7,17.59:20,18.26:19,94.95:79,29.72:32,29.75:28,33.49:32,6.1:7,48.49:43,21.03:19
15.43:12,55.89:51,26.43:27,27.37:34,22.69:27,21.7:22,7.68:10,5.19:9,46.1:34,22.18:27,28.8:21,33.94:39,28.8:21,31.09:25,22.8:28,34.7:27,42.25:33,34.26:33,55.83:50,34.99:28,44.63:33,6.9:11,47.84:43,29.78:21,28.89:21,37.78:42,20.19:14,45.12:38,12.09:9,45.28:37,6.9:11,23.67:23,17.44:19,0:0,55.85:51,20.13:20,17.32:20,39.77:33,43.15:39,26.96:21,26.37:24,0:0,0:0,0:0,0:0,0:0,42.8:37,6.86:11,39.46:42,35.32:30,6.64:10,17.18:15,50.79:42,18.45:15,36.15:30,34.62:26,20.27:18,16.59:19,29.57:26,17.94:16,38.9:31,22.25:27,17.52:20,55.54:50,19.19:20,14.95:12,6.81:7,7.57:10,20.66:25,43.06:43,6.29:6,21.94:22,19.77:25,27.65:21,28.93:21,37.68:30,14.35:19,0.0:0,24.44:15,97.27:74,21.29:20,13.9:14,17.63:18,17.57:20,42.05:35,14.88:12
39.3:44,0.35:1,76.82:71,59.78:65,59.79:65,35.49:41,55.25:56,47.52:51,25.47:31,58.45:63,42.15:47,68.44:75,42.6:48,28.62:30,58.2:63,29.28:33,57.15:62,84.65:78,1.13:2,29.16:34,30.48:30,45.15:47,17.74:19,44.68:50,42.52:48,64.96:70,36.5:38,10.73:12,45.85:45,13.82:18,45.15:47,29.75:33,62.71:59,55.77:51,0:0,70.52:65,62.59:60,26.58:27,75.43:83,32.36:35,76.76:68,58.64:63,37.35:41,79.15:73,50.14:54,48.76:44,93.19:82,46.65:49,67.52:71,25.76:29,50.39:53,37.35:41,63.57:70,38.55:43,24.66:27,32.07:34,70.66:63,75.26:61,79.96:71,39.13:43,16.96:19,58.52:63,71.82:59,0.31:0,38.24:41,39.63:45,58.46:53,55.13:55,65.94:64,19.41:23,49.13:49,35.76:41,42.68:42,43.13:40,41.87:47,21.08:22,63.37:60,55.77:51,41.42:46,62.31:58,71.57:58,64.18:52,67.91:56,65.26:64,28.87:29,39.73:45
30.0:26,70.46:65,9.25:12,30.01:32,23.45:24,36.26:35,18.69:19,22.33:23,60.66:48,24.5:26,43.36:35,31.47:28,43.37:35,45.65:38,25.26:27,49.26:41,36.77:39,14.01:17,70.39:64,49.55:41,58.81:47,24.6:27,62.4:57,44.34:35,43.45:35,36.45:35,34.75:28,59.69:52,26.65:23,59.85:51,24.6:27,38.23:37,22.52:25,20.09:20,70.41:65,0:0,19.84:22,54.33:46,29.18:26,41.52:34,6.01:8,24.35:25,31.74:29,8.51:12,21.88:24,33.52:35,29.19:25,25.01:28,38.13:36,49.89:44,25.66:26,31.74:29,45.41:47,33.01:28,50.72:44,49.19:40,1.53:4,10.51:10,11.09:13,32.5:30,53.46:45,24.57:26,11.05:11,70.11:64,33.76:34,29.52:25,14.3:15,18.84:19,19.54:21,57.62:56,20.62:20,36.5:36,43.05:38,41.83:35,43.49:35,52.24:44,17.26:18,20.09:20,39.0:29,111.84:87,13.77:14,22.12:20,22.0:24,16.62:18,56.61:49,29.45:25
21.51:20,62.27:59,18.68:17,11.59:16,6.91:9,20.14:22,10.11:11,17.45:22,38.51:40,6.41:8,21.15:21,18.17:20,21.15:21,37.46:33,7.03:9,29.81:31,18.36:22,30.29:28,62.2:59,30.1:31,47.47:44,19.72:26,54.21:52,19.36:19,21.24:21,22.0:23,26.56:22,51.49:46,18.1:17,51.65:45,19.72:26,25.75:30,2.69:3,17.52:21,62.22:59,19.84:22,0:0,46.14:41,26.33:25,33.33:29,25.46:23,6.24:8,23.25:23,27.97:27,22.49:23,38.88:32,30.46:27,20.13:27,23.68:24,41.69:38,22.3:27,23.25:23,26.99:31,24.82:23,42.53:38,41.0:34,23.4:19,22.78:24,30.55:28,24.02:24,45.27:40,6.48:8,24.43:25,61.91:58,23.12:28,21.03:19,18.2:19,10.17:11,3.34:4,44.39:47,15.74:19,19.96:21,38.51:32,39.17:33,21.28:21,44.05:39,6.61:7,17.52:21,20.39:22,97.08:81,27.15:28,29.16:28,32.89:32,3.53:4,48.42:44,20.96:20
23.04:26,26.92:27,60.56:53,51.69:54,50.59:47,24.69:26,38.99:37,26.33:33,35.7:37,50.09:47,38.88:42,61.85:59,38.89:41,9.61:10,50.71:48,28.5:32,52.34:54,68.39:59,27.4:24,28.09:32,2.36:5,23.96:28,18.42:18,39.87:41,38.97:42,60.14:62,20.24:19,26.08:22,29.59:26,13.45:10,23.96:28,21.07:22,46.46:40,39.51:32,26.87:26,54.26:46,46.33:41,0:0,68.49:67,13.28:14,60.5:50,49.92:47,21.09:22,62.89:55,28.95:36,18.69:23,76.93:64,25.9:27,62.71:63,11.12:13,37.77:30,21.09:22,60.88:62,22.29:24,10.47:12,5.47:8,54.4:44,51.56:40,63.6:50,22.87:24,24.46:24,50.16:47,48.12:38,26.57:26,23.17:24,23.37:26,47.2:33,38.87:37,49.68:45,36.44:33,32.88:31,24.93:26,13.57:18,14.24:19,39.02:42,7.29:8,47.11:41,39.51:32,32.73:34,85.44:70,47.87:37,40.48:31,44.21:35,49.0:45,4.02:7,23.47:27
43.67:45,75.48:84,22.47:19,17.93:21,18.32:20,42.15:45,33.34:37,44.65:41,54.62:59,19.38:22,34.05:38,7.06:8,34.05:38,59.62:59,20.14:23,46.53:50,18.57:22,31.19:30,75.42:83,46.82:51,82.18:65,46.93:46,76.37:77,30.84:33,34.14:38,12.03:15,48.72:48,64.71:70,40.26:43,73.81:71,46.93:46,47.77:54,23.15:26,42.42:39,75.44:83,31.31:25,26.33:25,68.3:67,0:0,55.49:55,32.79:27,19.23:21,45.41:49,33.83:31,44.2:42,55.85:54,10.78:10,47.33:46,11.91:13,63.85:64,47.98:44,45.41:49,23.4:26,46.98:49,64.69:64,63.16:60,30.47:23,38.2:29,37.87:32,46.18:49,58.49:64,19.45:22,38.74:29,75.13:82,45.13:52,43.19:45,36.62:34,33.39:37,22.85:24,61.81:65,42.94:39,41.97:45,60.67:58,65.2:54,34.18:38,66.21:64,28.56:29,42.42:39,40.34:43,100.46:96,41.46:33,49.82:39,49.69:42,24.87:25,70.58:69,43.12:45
10.35:14,32.39:35,47.87:41,39.0:42,37.9:36,12.0:14,26.3:25,18.57:21,24.07:27,37.4:35,26.19:30,49.15:48,26.2:30,4.73:6,38.02:36,17.65:20,39.65:42,55.7:48,32.87:32,17.23:20,17.46:19,16.2:16,21.49:25,27.18:30,26.28:30,47.45:51,7.55:8,21.73:23,16.9:14,18.93:18,16.2:16,8.37:10,33.76:28,26.82:21,32.35:34,41.57:34,33.64:29,13.41:14,55.8:55,0:0,47.81:38,37.23:35,8.4:10,50.2:43,21.19:24,17.85:16,64.24:52,17.66:19,50.02:52,8.97:12,21.44:23,8.4:10,48.19:50,9.6:12,9.8:12,10.74:12,41.71:32,41.37:34,51.01:41,10.18:13,16.51:17,37.47:36,42.31:35,32.04:34,10.48:12,10.68:15,29.51:23,26.18:25,36.99:33,27.77:30,20.18:19,12.24:14,17.48:16,18.14:18,26.33:30,11.32:12,34.42:30,26.82:21,20.04:23,90.91:78,46.07:35,38.68:29,42.42:33,36.31:33,15.7:17,10.78:15
36.27:29,76.72:69,9.75:11,33.24:33,26.67:24,42.53:39,24.95:23,28.59:26,66.93:51,27.73:26,49.63:38,34.7:28,49.63:38,51.92:42,28.49:28,55.53:44,40.0:39,8.65:10,76.66:68,55.82:45,63.3:49,30.87:31,68.67:61,41.57:40,49.72:38,39.68:36,41.02:31,65.95:55,32.92:27,66.11:54,30.87:31,44.5:40,28.21:26,26.36:24,76.68:68,6.01:7,25.53:22,62.89:49,32.41:26,47.79:38,0:0,27.58:26,38.01:33,3.15:5,28.15:27,39.79:39,32.41:25,31.27:31,41.36:37,56.15:48,31.93:29,38.01:33,48.64:48,39.28:32,56.99:47,55.46:43,6.6:7,14.99:13,6.23:6,38.77:33,59.73:49,27.8:27,15.53:13,76.37:67,40.03:37,35.78:29,20.56:19,25.1:23,22.77:22,63.89:60,26.89:24,42.77:40,47.53:41,46.31:38,49.76:39,58.51:48,22.61:23,26.36:24,45.27:33,118.1:91,18.25:17,26.6:23,26.48:26,24.06:22,62.88:53,35.71:29
25.04:25,58.53:63,19.61:20,5.5:8,1.41:2,22.95:24,14.71:16,22.04:27,37.77:39,0.16:0,17.19:17,12.66:14,17.2:17,40.99:38,0.94:2,29.58:30,12.27:15,31.23:31,58.47:62,29.87:30,51.0:50,24.32:32,57.74:57,14.01:13,17.28:17,16.5:17,30.09:28,47.76:50,21.63:22,55.18:51,24.32:32,28.56:32,4.52:6,22.11:26,58.49:63,23.13:24,6.19:7,49.67:46,19.31:21,36.86:34,26.4:26,0:0,26.78:28,28.91:30,27.09:29,42.41:37,27.5:26,24.72:32,18.18:18,45.23:44,26.89:32,26.78:28,20.9:23,28.35:28,46.06:44,44.53:40,24.34:22,32.08:28,31.48:31,27.55:29,41.54:43,0.23:0,32.62:28,58.18:62,25.93:30,24.56:25,23.32:25,14.76:16,6.66:9,44.96:45,20.33:25,22.77:23,42.04:37,42.7:39,17.33:18,47.58:44,12.05:14,22.11:26,22.92:21,90.22:80,35.34:32,34.28:34,38.01:38,9.72:12,51.95:49,24.49:25
